名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path
忠極之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 忠極之淵，深邃幽暗的水潭，四周环绕着奇形怪状的山石，水面平静如镜，倒映着上方的星空。水潭中央有一块巨大的石碑，上面刻写着“忠極”二字，字体古朴苍劲。潭边生长着几株古老的松树，枝叶繁茂，仿佛守护着这片神秘之地。整个场景以传统中国水墨画风格呈现，色彩淡雅，充满神秘与宁静之美。,地名\渊名\忠極之淵.png
𤡆淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"四方四隅皆逹,南（淵）屬大荒,舜之所浴也,",prompt: 《山海经》中的𤡆渊，四方四隅皆通达，位于大荒之南，舜帝曾在此沐浴。画面中，碧波荡漾的湖水中央有一块巨大的奇石，周围环绕着奇异的花草和灵兽。湖面平静如镜，倒映着远处的群山和蓝天白云。湖边长满了各种奇花异草，色彩斑斓，生机勃勃。湖的四周是茂密的森林，树木高大挺拔，枝叶繁茂。天空中飘浮着几朵祥云，阳光透过云层洒在湖面上，形成一道道金光。整体风格采用传统中国美学的彩色水墨画风，色调清新淡雅，线条流畅自然，展现出神秘而宁静的古代神话氛围。,地名\渊名\𤡆淵.png
漳淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 漳淵，一片神秘而幽深的水域，四周环绕着古老的山峦和茂密的森林。水面上弥漫着轻柔的雾气，仿佛隐藏着无尽的秘密。在水面之下，有着奇异的生物和古老的遗迹，它们静静地守护着这片古老的土地。画面采用传统中国美学的彩色水墨风格，注重表现漳淵的宁静与神秘，以及周围自然环境的和谐共生。,地名\渊名\漳淵.png
蒼梧之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其中有九嶷山,",prompt: 中国传统水墨风格的苍梧之渊，画面中央是九嶷山，山峰挺拔峻峭，云雾缭绕。山脚下有清澈的溪流汇入深渊，水面上漂浮着几朵莲花。远处天边霞光万道，映照在水面和山峦之上，整个画面充满了神秘而宁静的氛围。,地名\渊名\蒼梧之淵.png
沉淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"顓頊所浴,",prompt: 沉淵，颛顼所浴之渊，深邃幽暗，水色如墨，四周环绕着奇石异木。画面中，古代帝王颛顼正在清澈的水中沐浴，水面波光粼粼，反射出他庄重而威严的身影。背景是山峦起伏，云雾缭绕，展现出神秘而宁静的氛围。整体风格参考古代插画和传统中国彩色水墨画，色彩以淡雅为主，线条流畅细腻。,地名\渊名\沉淵.png
封淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"赤澤水,",prompt: 封淵，渊名，赤澤水。请描绘一片深邃而神秘的红色湖泊，湖水呈现出深红如血的颜色，波光粼粼，仿佛有无数秘密隐藏其中。湖边生长着奇异的红色植物，枝叶繁茂，花朵鲜艳。天空中飘浮着淡淡的红色云雾，与湖水相映成趣。整个画面采用传统中国美学的彩色水墨风格，线条流畅，色彩浓郁而富有层次感，展现出一种古老而神秘的气息。,地名\渊名\封淵.png
甘淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 甘淵，深邃幽静的古老渊潭，四周环绕着奇异的山石与古老的树木，水面平静如镜，倒映着周围的自然景色。远处，云雾缭绕的山峰若隐若现，增添了几分神秘感。画面采用传统中国美学的彩色水墨风格，以淡雅的色彩和细腻的笔触描绘出甘淵的宁静与美丽。,地名\渊名\甘淵.png
睢漳之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 睢漳之淵，古老的深渊，四周环绕着神秘的雾气，深渊中流淌着幽蓝的水，水中倒映着奇异的山石和古老的树木。深渊底部隐藏着未知的秘密，传说中有神兽栖息于此。画面采用传统中国美学的彩色水墨风格，背景以淡雅的山水画为基调，展现出一种深邃而宁静的氛围。,地名\渊名\睢漳之淵.png
崑崙南淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"深三百仞,",prompt：崑崙南淵，深三百仞，幽邃神秘的深渊，四周环绕着崑崙山脉，山峰云雾缭绕，深渊中隐约可见奇异的水生生物和五彩斑斓的珊瑚礁，水面波光粼粼，映照着天空中的星辰，整体色调以深蓝和墨绿为主，点缀以金色和紫色，展现出一种古老而神秘的气息。,地名\渊名\崑崙南淵.png
緡淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"倍伐降處緡淵,",prompt: 緡淵，古代神话中的深渊，倍伐降处之地，四周环绕着险峻的山峰，深渊中云雾缭绕，幽暗深邃。画面采用传统中国美学的彩色水墨风格，远处山峦若隐若现，近处是悬崖峭壁，深渊底部隐约可见古老的神秘符文，增添了一丝神秘与古老的气息。,地名\渊名\緡淵.png
清泠之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 清泠之淵，深邃幽静的水潭，水面如镜，倒映着四周翠绿的山峦和蓝天白云。潭水清澈见底，仿佛能洗净一切尘埃。岸边长满了青苔和各种奇花异草，几只仙鹤在水边悠闲地漫步。背景是连绵起伏的山脉，云雾缭绕，增添了几分神秘感。整体画面采用传统中国彩色水墨风格，注重意境和氛围的营造。,地名\渊名\清泠之淵.png
弱水之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 弱水之淵，一片幽深无底的水域，水面平静如镜，却隐藏着无数神秘的力量。四周被云雾缭绕，仿佛与世隔绝，只有偶尔几只仙鹤飞过，增添了几分超凡脱俗的气息。水中倒映着天空和周围的山峦，色彩斑斓，如同一幅精美的水墨画。岸边长满了奇花异草，散发出淡淡的幽香，吸引着各种珍稀的灵兽前来饮水。整个场景充满了神秘而宁静的氛围，展现了古代神话中弱水之淵的独特魅力。,地名\渊名\弱水之淵.png
少和之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"四方四隅皆逹,北（淵）屬黒水,舜之所浴也,",prompt: 少和之淵，四周广阔无垠，北连黒水，是舜帝沐浴之地。画面中，少和之淵位于中心，水面平静如镜，四周山峦环绕，云雾缭绕。北方的黒水如一条黑色的绸带，蜿蜒流淌。画面采用传统中国美学的彩色水墨风格，山石用淡墨勾勒，水波用细腻的笔触描绘，色彩以淡雅为主，辅以深邃的黑水，展现一种神秘而宁静的氛围。背景中，可以隐约看到舜帝在水中沐浴的身影，周围点缀着几朵莲花，象征着纯洁与祥和。,地名\渊名\少和之淵.png
白淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"昆吾之師所浴也,",prompt: 古代神话中的白淵，昆吾之师沐浴之地，画面展现一片幽静的湖泊，湖水清澈见底，周围环绕着奇花异草和古老的树木。远处是连绵起伏的山脉，山间云雾缭绕，给人一种神秘而宁静的感觉。画面采用传统中国美学的彩色水墨风格，注重线条与色彩的融合，展现出浓厚的古典气息。,地名\渊名\白淵.png
流沙,地名,荒漠,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片无垠的荒漠，黄沙漫天，阳光下闪烁着金色的光芒。远处，几座孤零零的山丘若隐若现，天空中飘浮着淡淡的云彩。荒漠中有一条蜿蜒的河流，河床干涸，只剩下一些细小的水流在缓缓流淌。画面采用传统中国美学的彩色水墨风格，色彩以淡雅为主，展现出荒凉而又壮丽的景象。,地名\荒漠\流沙.png
温源谷,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统山水画风格，温源谷，一个神秘而宁静的山谷，四周被青翠的山峦环绕，山谷中流淌着清澈的小溪，溪边长满了各种奇花异草。远处云雾缭绕，仿佛有仙气弥漫。阳光透过云层洒下，为整个山谷披上了一层金色的光辉。画面中可见几只珍禽异兽在林间悠闲地漫步，增添了几分生动与自然的气息。色彩以淡雅为主，采用水墨画技法，展现一种悠远而宁静的意境。,地名\谷野名\温源谷.png
沃之野,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"鳳鳥之卵是食,甘露是飲,凡其所欲其味盡存爰有甘華璿瑰甘柤瑤碧白木白柳視肉琅玕白丹青丹多銀鐵,鸞鳳自歌,鳳鳥自舞,爰有百獸相群是處,",prompt: 沃之野，一片神奇而丰饶的土地，这里凤鸟之卵是食，甘露是饮。画面中，凤凰和鸾鸟在空中自由飞翔，它们或歌唱或舞蹈，展现出一种祥和与欢乐的氛围。地上生长着各种奇花异草，如甘华、璇瑰、甘柤、瑶碧等，色彩斑斓，美不胜收。白木和白柳矗立其间，枝叶繁茂。此外，还有视肉、琅玕、白丹、青丹等珍贵宝物散落其中，银铁矿藏丰富。百兽在此和谐共处，形成一幅生机勃勃的自然画卷。整体风格参考古代插画，采用传统中国美学的彩色水墨风格，注重细节描绘，展现沃之野的神秘与美丽。,地名\谷野名\沃之野.png
梟谷,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其中多鐵,",prompt: 古典中国风格的彩色水墨画，描绘一个名为梟谷的地方，山谷中遍布着铁矿石和古老的铁器，山势险峻，云雾缭绕，树木茂密，远处隐约可见古代采铁工人的身影，画面充满神秘与原始的气息。,地名\谷野名\梟谷.png
禺谷,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 禺谷，古代神话中的神秘之地，位于日落之处。画面中，夕阳西下，天边泛着金红色的余晖，禺谷中长满了奇异的花草，远处山峦起伏，云雾缭绕。谷中有一条清澈的小溪蜿蜒流淌，溪水旁生长着古老的树木，树上挂满了五彩斑斓的果实。整个场景充满了神秘与宁静的气息，色彩以暖色调为主，融合了中国传统水墨画的风格，展现出一种古老而梦幻的氛围。,地名\谷野名\禺谷.png
夭野,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片古老而神秘的山谷，名为夭野，四周被苍翠的山峦环绕，山谷中生长着各种奇异的植物和鲜花，溪流潺潺，清澈见底。远处可以看到一些古老的树木，树干粗壮，枝叶茂盛。天空中飘着几朵白云，阳光透过云层洒下，给整个山谷带来一种宁静而祥和的氛围。画面采用传统的中国彩色水墨风格，色彩淡雅，线条流畅，展现出一种古朴而唯美的意境。,地名\谷野名\夭野.png
育遺,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多怪鳥,凱風自是出,",prompt: 育遺，谷野名，多怪鳥棲息之地，凱風自是出。画面中，育遺之地遍布奇异的鸟类，它们形态各异，有的长着绚丽的羽毛，有的拥有独特的喙和爪子，飞翔在天空中或栖息在古树上。凯风从远处吹来，带来了一丝凉爽，使得整个场景充满了生机与神秘感。背景以彩色水墨风格描绘，山水交融，云雾缭绕，展现了传统中国美学的韵味。,地名\谷野名\育遺.png
中谷,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"條風自是出,",prompt: 中谷，古代谷野名，條風自是出。描绘一片古老而神秘的山谷，山峦起伏，云雾缭绕，条风从山谷中缓缓吹出，带来生机与活力。画面采用传统中国美学的彩色水墨风格，用细腻的笔触勾勒出山石、树木和流水，色彩以淡雅为主，表现出山谷的幽静与自然之美。背景中隐约可见古木参天，远处山峰若隐若现，营造出一种宁静而又充满生命力的氛围。,地名\谷野名\中谷.png
諸夭之野,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"鸞鳥自歌,鳯鳥自舞,鳯皇夘民食之,甘露民飲之,所欲自從也,百獸相與群居,在四蛇北,其人兩手操夘食之,兩鳥居前導之,",prompt: 诸夭之野，鸾鸟自歌凤鸟自舞，凤凰与民共享美食，甘露滋润民众，百兽和谐共处。画面中，四蛇位于南方，北方则是人们双手捧着食物，两只鸟在前方引导。采用古代插画风格和传统中国美学的彩色水墨风格，展现这一神秘而和谐的场景。,地名\谷野名\諸夭之野.png
蒼梧之野,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"赤水之東,舜與叔均之所葬也,爰有文貝離俞嶋久鷹賈委維熊羆象虎豹狼視肉,",prompt: 赤水之东的苍梧之野，舜与叔均葬于此地。画面中，文贝、离俞、嶋久鹰、贾委维熊、罴、象、虎、豹、狼等动物和谐共存，四周环绕着茂密的山林和清澈的溪流，天空中飘浮着祥云，远处群山连绵，展现出一幅宁静而神秘的自然景象。采用传统中国美学的彩色水墨风格，色彩丰富而柔和，线条流畅而细腻，体现出古代插画的韵味。,地名\谷野名\蒼梧之野.png
朝陽之谷,地名,谷野名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"神曰天吴,",prompt: 朝陽之谷，神曰天吴，曙光初照的幽深山谷中，天吴神兽屹立于山巅，其身九首，形态各异，或怒目圆睁，或微笑含蓄，或威严庄重。天吴周身环绕着五彩斑斓的云雾，仿佛是日出时分霞光万道的缩影。山谷之中，古木参天，藤蔓缠绕，奇花异草点缀其间，溪流潺潺，清澈见底。远处群山连绵，层峦叠嶂，晨雾缭绕，宛如仙境。整个画面以传统中国彩色水墨风格绘制，色彩淡雅而富有层次感，展现出一种神秘而又宁静的氛围。,地名\谷野名\朝陽之谷.png
