名字,原文行,相关人物,章节,关系,名字（拼音）,相关人物（拼音）
虎,君子國在其北，衣冠帶劍，食獸，使二大虎在旁，其人好讓不爭。有薰華草，朝生夕死。一曰在肝榆之尸北。,"肝榆之尸,君子國,華草,帶,冠",海外東經,"无关,在旁,无关,无关,无关",hu（虎）,"ganyuzhishi（肝榆之尸）,junziguo（君子國）,huacao（華草）,dai（帶）,guan（冠）"
帶,君子國在其北，衣冠帶劍，食獸，使二大虎在旁，其人好讓不爭。有薰華草，朝生夕死。一曰在肝榆之尸北。,"肝榆之尸,君子國,華草,虎,冠",海外東經,"无关,无关,无关,无关,无关",dai（帶）,"ganyuzhishi（肝榆之尸）,junziguo（君子國）,huacao（華草）,hu（虎）,guan（冠）"
冠,君子國在其北，衣冠帶劍，食獸，使二大虎在旁，其人好讓不爭。有薰華草，朝生夕死。一曰在肝榆之尸北。,"肝榆之尸,君子國,華草,虎,帶",海外東經,"无关,穿戴,无关,无关,穿戴",guan（冠）,"ganyuzhishi（肝榆之尸）,junziguo（君子國）,huacao（華草）,hu（虎）,dai（帶）"
君子國,𧈫𧈫在其北，各有兩首。一曰在君子國北。,𧈫𧈫,海外東經,位于,junziguo（君子國）,𧈫𧈫（𧈫𧈫）
𧈫𧈫,𧈫𧈫在其北，各有兩首。一曰在君子國北。,君子國,海外東經,在,𧈫𧈫（𧈫𧈫）,junziguo（君子國）
朝陽之谷,朝陽之谷，神曰天吳，是為水伯、在𧈫𧈫北兩水間。其為獸也，八首人面，八足八尾，皆青黃。,𧈫𧈫,海外東經,无关,chaoyangzhigu（朝陽之谷）,𧈫𧈫（𧈫𧈫）
𧈫𧈫,朝陽之谷，神曰天吳，是為水伯、在𧈫𧈫北兩水間。其為獸也，八首人面，八足八尾，皆青黃。,朝陽之谷,海外東經,南,𧈫𧈫（𧈫𧈫）,chaoyangzhigu（朝陽之谷）
青丘國,青丘國在其北，其狐四足九尾。一曰在朝陽北。,"朝陽,狐",海外東經,"在,存在",qingqiuguo（青丘國）,"chaoyang（朝陽）,hu（狐）"
朝陽,青丘國在其北，其狐四足九尾。一曰在朝陽北。,"青丘國,狐",海外東經,"北,无关",chaoyang（朝陽）,"qingqiuguo（青丘國）,hu（狐）"
狐,青丘國在其北，其狐四足九尾。一曰在朝陽北。,"青丘國,朝陽",海外東經,"存在,无关",hu（狐）,"qingqiuguo（青丘國）,chaoyang（朝陽）"
西極,帝命豎亥步，自東極至于西極，五億十選九千八百步。豎亥右手把算，左手指青丘北。一曰禹令豎亥。一曰五億十萬九千八百步。,"東極,禹,帝",海外東經,"相对,命令,命",xiji（西極）,"dongji（東極）,yu（禹）,di（帝）"
東極,帝命豎亥步，自東極至于西極，五億十選九千八百步。豎亥右手把算，左手指青丘北。一曰禹令豎亥。一曰五億十萬九千八百步。,"西極,禹,帝",海外東經,"相对,无关,命",dongji（東極）,"xiji（西極）,yu（禹）,di（帝）"
禹,帝命豎亥步，自東極至于西極，五億十選九千八百步。豎亥右手把算，左手指青丘北。一曰禹令豎亥。一曰五億十萬九千八百步。,"西極,東極,帝",海外東經,"令,命令,命",yu（禹）,"xiji（西極）,dongji（東極）,di（帝）"
帝,帝命豎亥步，自東極至于西極，五億十選九千八百步。豎亥右手把算，左手指青丘北。一曰禹令豎亥。一曰五億十萬九千八百步。,"西極,東極,禹",海外東經,"命令测量,命,无关",di（帝）,"xiji（西極）,dongji（東極）,yu（禹）"
蛇,黑齒國在其北，為人黑，食稻啖蛇，一赤一青在其旁。一曰在豎亥北，為人黑手，食稻使蛇，其一蛇赤。,稻,海外東經,食,she（蛇）,dao（稻）
稻,黑齒國在其北，為人黑，食稻啖蛇，一赤一青在其旁。一曰在豎亥北，為人黑手，食稻使蛇，其一蛇赤。,蛇,海外東經,无关,dao（稻）,she（蛇）
湯谷,下有湯谷。湯谷上有扶桑，十日所浴，在黑齒北。居水中，有大木，九日居下枝，一日居上枝。,"扶桑,枝",海外東經,"包含,支撑",tanggu（湯谷）,"fusang（扶桑）,zhi（枝）"
扶桑,下有湯谷。湯谷上有扶桑，十日所浴，在黑齒北。居水中，有大木，九日居下枝，一日居上枝。,"湯谷,枝",海外東經,"在上,包含",fusang（扶桑）,"tanggu（湯谷）,zhi（枝）"
枝,下有湯谷。湯谷上有扶桑，十日所浴，在黑齒北。居水中，有大木，九日居下枝，一日居上枝。,"湯谷,扶桑",海外東經,"无关,包含",zhi（枝）,"tanggu（湯谷）,fusang（扶桑）"
雨師妾,雨師妾在其北，其為人黑，兩手各操一蛇，左耳有青蛇，右耳有赤蛇。一曰在十日北，為人黑身人面，各操一龜。,"赤蛇,青蛇,龜",海外東經,"持有,持有,操",yushiqie（雨師妾）,"chishe（赤蛇）,qingshe（青蛇）,gui（龜）"
赤蛇,雨師妾在其北，其為人黑，兩手各操一蛇，左耳有青蛇，右耳有赤蛇。一曰在十日北，為人黑身人面，各操一龜。,"雨師妾,青蛇,龜",海外東經,"持有,无关,无关",chishe（赤蛇）,"yushiqie（雨師妾）,qingshe（青蛇）,gui（龜）"
青蛇,雨師妾在其北，其為人黑，兩手各操一蛇，左耳有青蛇，右耳有赤蛇。一曰在十日北，為人黑身人面，各操一龜。,"雨師妾,赤蛇,龜",海外東經,"在,并列,无关",qingshe（青蛇）,"yushiqie（雨師妾）,chishe（赤蛇）,gui（龜）"
龜,雨師妾在其北，其為人黑，兩手各操一蛇，左耳有青蛇，右耳有赤蛇。一曰在十日北，為人黑身人面，各操一龜。,"雨師妾,赤蛇,青蛇",海外東經,"操,无关,无关",gui（龜）,"yushiqie（雨師妾）,chishe（赤蛇）,qingshe（青蛇）"
玄股之國,玄股之國在其北，其為人衣魚食䳼，使兩鳥夾之。一曰在雨師妾北。,"雨師妾,䳼",海外東經,"在,食",xuanguzhiguo（玄股之國）,"yushiqie（雨師妾）,䳼（䳼）"
雨師妾,玄股之國在其北，其為人衣魚食䳼，使兩鳥夾之。一曰在雨師妾北。,"玄股之國,䳼",海外東經,"在,无关",yushiqie（雨師妾）,"xuanguzhiguo（玄股之國）,䳼（䳼）"
䳼,玄股之國在其北，其為人衣魚食䳼，使兩鳥夾之。一曰在雨師妾北。,"玄股之國,雨師妾",海外東經,"食,无关",䳼（䳼）,"xuanguzhiguo（玄股之國）,yushiqie（雨師妾）"
勞民國,勞民國在其北，其為人黑。或曰教民。一曰在毛民北，為人面目手足盡黑。,"教民,毛民",海外東經,"是,无关",laominguo（勞民國）,"jiaomin（教民）,maomin（毛民）"
教民,勞民國在其北，其為人黑。或曰教民。一曰在毛民北，為人面目手足盡黑。,"勞民國,毛民",海外東經,"是,无关",jiaomin（教民）,"laominguo（勞民國）,maomin（毛民）"
毛民,勞民國在其北，其為人黑。或曰教民。一曰在毛民北，為人面目手足盡黑。,"勞民國,教民",海外東經,"北,无关",maomin（毛民）,"laominguo（勞民國）,jiaomin（教民）"
勾芒,東方勾芒，鳥身人面，乘兩龍。,龍,海外東經,乘,goumang（勾芒）,long（龍）
龍,東方勾芒，鳥身人面，乘兩龍。,勾芒,海外東經,乘,long（龍）,goumang（勾芒）
滅蒙鳥,滅蒙鳥在結匈國北，為鳥青，赤尾。,結匈國,海外西經,位于,miemengniao（滅蒙鳥）,jiexiongguo（結匈國）
結匈國,滅蒙鳥在結匈國北，為鳥青，赤尾。,滅蒙鳥,海外西經,位于,jiexiongguo（結匈國）,miemengniao（滅蒙鳥）
滅蒙鳥,大運山高三百仞，在滅蒙鳥北。,大運山,海外西經,在北,miemengniao（滅蒙鳥）,dayunshan（大運山）
大運山,大運山高三百仞，在滅蒙鳥北。,滅蒙鳥,海外西經,南,dayunshan（大運山）,miemengniao（滅蒙鳥）
大樂之野,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大遺之野,大運山,九代,玉璜,儛,龍,翳,環",海外西經,"同名,在北,儛,佩带,儛,乘,操,操",dalezhiye（大樂之野）,"dayizhiye（大遺之野）,dayunshan（大運山）,jiudai（九代）,yuhuang（玉璜）,wu（儛）,long（龍）,yi（翳）,huan（環）"
大遺之野,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大運山,九代,玉璜,儛,龍,翳,環",海外西經,"同名,无关,无关,佩戴,无关,乘,持有,操",dayizhiye（大遺之野）,"dalezhiye（大樂之野）,dayunshan（大運山）,jiudai（九代）,yuhuang（玉璜）,wu（儛）,long（龍）,yi（翳）,huan（環）"
大運山,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,九代,玉璜,儛,龍,翳,環",海外西經,"北,同名,无关,无关,北,无关,无关,无关",dayunshan（大運山）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,jiudai（九代）,yuhuang（玉璜）,wu（儛）,long（龍）,yi（翳）,huan（環）"
九代,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,大運山,玉璜,儛,龍,翳,環",海外西經,"儛,同名,无关,佩戴,儛,乘,操,操",jiudai（九代）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,dayunshan（大運山）,yuhuang（玉璜）,wu（儛）,long（龍）,yi（翳）,huan（環）"
玉璜,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,大運山,九代,儛,龍,翳,環",海外西經,"佩带,无关,无关,无关,佩戴,无关,佩带,无关",yuhuang（玉璜）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,dayunshan（大運山）,jiudai（九代）,wu（儛）,long（龍）,yi（翳）,huan（環）"
儛,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,大運山,九代,玉璜,龍,翳,環",海外西經,"儛,位于,在,儛,佩戴,乘,操,操",wu（儛）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,dayunshan（大運山）,jiudai（九代）,yuhuang（玉璜）,long（龍）,yi（翳）,huan（環）"
龍,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,大運山,九代,玉璜,儛,翳,環",海外西經,"乘,无关,无关,乘,无关,乘,操,操",long（龍）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,dayunshan（大運山）,jiudai（九代）,yuhuang（玉璜）,wu（儛）,yi（翳）,huan（環）"
翳,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,大運山,九代,玉璜,儛,龍,環",海外西經,"无关,无关,无关,无关,佩带,操,无关,操",yi（翳）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,dayunshan（大運山）,jiudai（九代）,yuhuang（玉璜）,wu（儛）,long（龍）,huan（環）"
環,大樂之野，夏后啟於此儛九代；乘兩龍，雲蓋三層。左手操翳，右手操環，佩玉璜。在大運山北。一曰大遺之野。,"大樂之野,大遺之野,大運山,九代,玉璜,儛,龍,翳",海外西經,"操,无关,无关,操,佩戴,操,无关,无关",huan（環）,"dalezhiye（大樂之野）,dayizhiye（大遺之野）,dayunshan（大運山）,jiudai（九代）,yuhuang（玉璜）,wu（儛）,long（龍）,yi（翳）"
虎,臂國在其北，一臂一目一鼻孔。有黃馬虎文，一目而一手。,馬,海外西經,有,hu（虎）,ma（馬）
馬,臂國在其北，一臂一目一鼻孔。有黃馬虎文，一目而一手。,虎,海外西經,有,ma（馬）,hu（虎）
常羊之山,形天與帝至此爭神，帝斷其首，葬之常羊之山，乃以乳為目，以臍為口，操干戚以舞。,"形天,干戚,帝",海外西經,"葬,无关,葬",changyangzhishan（常羊之山）,"xingtian（形天）,ganqi（干戚）,di（帝）"
形天,形天與帝至此爭神，帝斷其首，葬之常羊之山，乃以乳為目，以臍為口，操干戚以舞。,"常羊之山,干戚,帝",海外西經,"葬,操,争神",xingtian（形天）,"changyangzhishan（常羊之山）,ganqi（干戚）,di（帝）"
干戚,形天與帝至此爭神，帝斷其首，葬之常羊之山，乃以乳為目，以臍為口，操干戚以舞。,"常羊之山,形天,帝",海外西經,"无关,操,操",ganqi（干戚）,"changyangzhishan（常羊之山）,xingtian（形天）,di（帝）"
帝,形天與帝至此爭神，帝斷其首，葬之常羊之山，乃以乳為目，以臍為口，操干戚以舞。,"常羊之山,形天,干戚",海外西經,"葬,争神 断葬,无关",di（帝）,"changyangzhishan（常羊之山）,xingtian（形天）,ganqi（干戚）"
女祭,女祭、女戚在其北，居兩水間，戚操魚䱉，祭操俎。,"女戚,魚䱉",海外西經,"并列,无关",nvji（女祭）,"nvqi（女戚）,yushan（魚䱉）"
女戚,女祭、女戚在其北，居兩水間，戚操魚䱉，祭操俎。,"女祭,魚䱉",海外西經,"并列,操",nvqi（女戚）,"nvji（女祭）,yushan（魚䱉）"
魚䱉,女祭、女戚在其北，居兩水間，戚操魚䱉，祭操俎。,"女祭,女戚",海外西經,"被操持,操",yushan（魚䱉）,"nvji（女祭）,nvqi（女戚）"
女祭,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。,"維鳥,䳐鳥,𪆻鳥,青鳥",海外西經,"无关,无关,无关,无关",nvji（女祭）,"weiniao（維鳥）,ciniao（䳐鳥）,danniao（𪆻鳥）,qingniao（青鳥）"
維鳥,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。,"女祭,䳐鳥,𪆻鳥,青鳥",海外西經,"无关,集,无关,集",weiniao（維鳥）,"nvji（女祭）,ciniao（䳐鳥）,danniao（𪆻鳥）,qingniao（青鳥）"
䳐鳥,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。,"女祭,維鳥,𪆻鳥,青鳥",海外西經,"在,无关,并列,集",ciniao（䳐鳥）,"nvji（女祭）,weiniao（維鳥）,danniao（𪆻鳥）,qingniao（青鳥）"
𪆻鳥,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。,"女祭,維鳥,䳐鳥,青鳥",海外西經,"在北,无关,并列,无关",danniao（𪆻鳥）,"nvji（女祭）,weiniao（維鳥）,ciniao（䳐鳥）,qingniao（青鳥）"
青鳥,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。,"女祭,維鳥,䳐鳥,𪆻鳥",海外西經,"无关,集,集,无关",qingniao（青鳥）,"nvji（女祭）,weiniao（維鳥）,ciniao（䳐鳥）,danniao（𪆻鳥）"
丈夫國,丈夫國在維鳥北，其為人衣冠帶劍。,"維鳥,帶,冠",海外西經,"南,穿戴,穿戴",zhangfuguo（丈夫國）,"weiniao（維鳥）,dai（帶）,guan（冠）"
維鳥,丈夫國在維鳥北，其為人衣冠帶劍。,"丈夫國,帶,冠",海外西經,"无关,无关,无关",weiniao（維鳥）,"zhangfuguo（丈夫國）,dai（帶）,guan（冠）"
帶,丈夫國在維鳥北，其為人衣冠帶劍。,"丈夫國,維鳥,冠",海外西經,"无关,无关,穿戴",dai（帶）,"zhangfuguo（丈夫國）,weiniao（維鳥）,guan（冠）"
冠,丈夫國在維鳥北，其為人衣冠帶劍。,"丈夫國,維鳥,帶",海外西經,"穿戴,无关,穿戴",guan（冠）,"zhangfuguo（丈夫國）,weiniao（維鳥）,dai（帶）"
登葆山,巫咸國在女丑北，右手操青蛇，左手操赤蛇，在登葆山，群巫所從上下也。,"巫咸國,女丑,赤蛇,青蛇",海外西經,"在,无关,无关,无关",dengbaoshan（登葆山）,"wuxianguo（巫咸國）,nvchou（女丑）,chishe（赤蛇）,qingshe（青蛇）"
巫咸國,巫咸國在女丑北，右手操青蛇，左手操赤蛇，在登葆山，群巫所從上下也。,"登葆山,女丑,赤蛇,青蛇",海外西經,"在,南,操持,操",wuxianguo（巫咸國）,"dengbaoshan（登葆山）,nvchou（女丑）,chishe（赤蛇）,qingshe（青蛇）"
女丑,巫咸國在女丑北，右手操青蛇，左手操赤蛇，在登葆山，群巫所從上下也。,"登葆山,巫咸國,赤蛇,青蛇",海外西經,"无关,北,无关,无关",nvchou（女丑）,"dengbaoshan（登葆山）,wuxianguo（巫咸國）,chishe（赤蛇）,qingshe（青蛇）"
赤蛇,巫咸國在女丑北，右手操青蛇，左手操赤蛇，在登葆山，群巫所從上下也。,"登葆山,巫咸國,女丑,青蛇",海外西經,"在,操,无关,无关",chishe（赤蛇）,"dengbaoshan（登葆山）,wuxianguo（巫咸國）,nvchou（女丑）,qingshe（青蛇）"
青蛇,巫咸國在女丑北，右手操青蛇，左手操赤蛇，在登葆山，群巫所從上下也。,"登葆山,巫咸國,女丑,赤蛇",海外西經,"无关,操,无关,无关",qingshe（青蛇）,"dengbaoshan（登葆山）,wuxianguo（巫咸國）,nvchou（女丑）,chishe（赤蛇）"
巫咸,并封在巫咸東，其狀如彘，前後皆有首，黑。,"并封,彘",海外西經,"无关,无关",wuxian（巫咸）,"bingfeng（并封）,zhi（彘）"
并封,并封在巫咸東，其狀如彘，前後皆有首，黑。,"巫咸,彘",海外西經,"无关,像",bingfeng（并封）,"wuxian（巫咸）,zhi（彘）"
彘,并封在巫咸東，其狀如彘，前後皆有首，黑。,"巫咸,并封",海外西經,"无关,类似",zhi（彘）,"wuxian（巫咸）,bingfeng（并封）"
女子國,女子國在巫咸北，兩女子居，水周之。一曰居一門中。,巫咸,海外西經,在北,nvziguo（女子國）,wuxian（巫咸）
巫咸,女子國在巫咸北，兩女子居，水周之。一曰居一門中。,女子國,海外西經,方位,wuxian（巫咸）,nvziguo（女子國）
